problem_idx,answer_unchanged,original_answer,perturbed_answer
1093,False,7,9
1094,False,9,3
1095,False,41,7
1096,False,\$76.80,\$96.00
1097,False,25 \text{ ft},30\text{ ft}
1098,False,22,24
1099,False,1,\sqrt{2}-1
1100,False,-11,-6
1101,False,2,4
1102,False,16,20
1103,False,6,8
1104,False,350,375
1105,False,4,5
1106,False,4,3
1107,False,2,4
1108,False,2\sqrt{2},3\sqrt{2}
1109,False,1599 \text{ dollars},2656\text{ dollars}
1110,False,6,\frac{13}{2}
1111,False,12,13
1112,False,-1,-2
1113,False,\frac{15}{4},3
1114,False,"(6,7)","(7,8)"
1115,False,36,15
1116,False,288,392
1117,False,7,8
1118,False,98,839
1119,False,350,400
1120,False,\frac14,\frac{1}{9}
1121,False,4x(8x^2-x+5),4x(8x^2-2x+5)
1122,False,5,10
1123,False,18,40
1124,False,-8 x^4+7x^2-7x+8,-8x^4+7x^2-7x+10
1125,False,-\sqrt{x-2}+2,-\sqrt{x-3}+3
1126,False,10,15
1127,False,12,4
1128,False,-2,-1
1129,False,"(128,2)","(36,4)"
1130,False,\frac{109}{150},\frac{49}{60}
1131,False,"(-1,6)","(-1,7)"
1132,False,13,9
1133,False,27,29
1134,False,9z(z^2 - 3z + 3),9z(z^2-3z+4)
1135,False,0,1
1136,False,33,30
1137,False,\frac{15\sqrt{7}}{14},\frac{3\sqrt{6}}{4}
1138,False,10,12
1139,False,7,8
1140,False,2.5,3
1141,False,41,52
1142,False,9,18
1143,False,\frac{49}{64},\frac{49}{8}
1144,False,2,3
1145,False,-1,0
1146,False,78,120
1147,False,1,\frac{1}{4}
1148,False,0,2
1149,False,4,9
1150,False,2,4
1151,False,-7,-9
1152,False,64a^6,125a^6
1153,False,4,6
1154,False,12,16
1155,False,7.5,8.5
1156,False,13,15
1157,False,14,10
1158,False,\frac{\sqrt{2}}{20},\frac{\sqrt{3}}{27}
1159,False,-7,-8
1160,True,2,2
1161,False,6,8
1162,False,1,\frac{1}{2}
1163,False,2,\frac{6}{5}
1164,False,"(-1,8)","\left(-\frac{1}{5}, \frac{36}{5}\right)"
1165,False,-4,-7
1166,False,0,-2
1167,False,-8,-6
1168,False,12,16
1169,False,7x^5+12x^2+3x+9,7x^5+14x^2+3x+9
1170,False,-\frac{11}{9},-\frac{13}{9}
1171,False,350,360
1172,False,\frac{11}{2},\frac{13}{2}
1173,False,-4,1
1174,False,16,32
1175,False,20,27
1176,False,44,105
1177,False,228.3,262.6
1178,False,2 x^3-10x^2-24x+72,2x^3-10x^2-8x+40
1179,False,-\frac{1}{2},-\frac{1}{3}
1180,False,11,13
1181,True,1,1
1182,False,\$3800,\$5160
1183,False,-x^7-2x^5+x^2,-x^7+x^5+3x^2
1184,False,6,7
1185,False,2,3
1186,False,13,17
1187,False,\frac{10}{11},\frac{12}{13}
1188,True,4,4
1189,False,380,552
1190,False,29,5
1191,False,835,1252
1192,False,25,30
1193,False,1951,66351
1194,False,28,36
1195,False,25,12
1196,False,480,3600
1197,False,17,16
1198,False,7,6
1199,False,\frac{13}{17},\frac{741}{833}
1200,False,"14,\!400",518400
1201,False,1414,3612
1202,False,96,169
1203,False,\frac{1}{10},0
1204,True,40,40
1205,False,\frac{161}{36},\frac{93}{16}
1206,False,1440,14400
1207,False,720,5040
1208,False,6\frac15,7\frac{1}{6}
1209,False,\frac{2}{5},\frac{1}{2}
1210,False,384,768
1211,False,"17,\!280","604,\!800"
1212,False,\frac{2}{27},\frac{19}{144}
1213,False,2,1
1214,False,28,84
1215,True,1260,1260
1216,False,\dfrac{91}{216},\frac{671}{1296}
1217,True,\frac{1}{3},\frac{1}{3}
1218,True,6,6
1219,True,\frac{5}{8},\frac{5}{8}
1220,False,70,126
1221,False,47,49
1222,True,\frac{2}{17},\frac{2}{17}
1223,False,28,40
1224,False,245,305
1225,False,\frac{1}{15},\frac{1}{105}
1226,False,8,7
1227,False,90,132
1228,False,28121600,101237760
1229,False,\frac{1}{15},\frac{1}{56}
1230,False,\frac{5}{6},\frac{2}{3}
1231,False,11218,7453
1232,False,20,25
1233,False,\dfrac{49}{54},\frac{13}{18}
1234,False,12,6
1235,False,7,5
1236,True,26,26
1237,True,31,31
1238,False,\frac{7}{72},\frac{1}{216}
1239,False,1430,2002
1240,False,\frac{3}{16},\frac{3}{32}
1241,False,2,3
1242,False,49,39
1243,False,\frac{11}{36},\frac{5}{9}
1244,False,210,792
1245,True,1041,1041
1246,False,\frac{1}{12},\frac{3}{55}
1247,False,1050,210
1248,False,\$15.48,\$15.62
1249,False,5,7
1250,False,4495,5456
1251,False,-125,-45
1252,False,30,48
1253,False,"371,\!043,\!400","120{,}428{,}000"
1254,False,\dfrac{1}{4},\frac{1}{12}
1255,False,120,420
1256,False,864000,"1{,}080{,}000"
1257,False,\frac{11}{18},\frac{19}{32}
1258,False,720,4320
1259,False,12,9
1260,False,\dfrac{5}{162},\frac{5}{162}
1261,False,21,84
1262,False,\frac14,\frac{1}{6}
1263,False,1024,4096
1264,False,\frac{1}{5},\frac{2}{5}
1265,False,2520,5544
1266,False,"3,\!110,\!400","103{,}680"
1267,True,39,39
1268,False,"1,\!000,\!000","1{,}000{,}000"
1269,True,\frac{1}{2},\frac{1}{2}
1270,False,9,18
1271,False,28800,34560
1272,False,11,20
1273,False,\frac{7}{12},\frac{5}{9}
1274,False,\frac{67}{89},\frac{22}{89}
1275,False,\frac{11}{221},\frac{1}{221}
1276,False,\$1.25,\$1.33
1277,False,"771,\!400","241,\!500"
1278,False,\frac{5}{18},\frac{3}{11}
1279,False,50,75
1280,False,500500,501501
1281,False,19,24
1282,False,120,30
1283,False,\frac{1}{5},\frac{1}{6}
1284,True,5,5
1285,False,\frac{1}{2},\frac{13}{32}
1286,False,720,3600
1287,False,6,1
1288,False,\frac{11}{25},\frac{53}{100}
1289,False,48,61
1290,True,13,13
1291,False,\frac{193}{512},\dfrac{1}{2}
1292,False,10,19
1293,False,165,495
1294,False,\dfrac{39}{64},\dfrac{15}{16}
1295,False,\frac{2}{5},\frac{7}{20}
1296,False,10,20
1297,True,\frac{3}{4},\frac{3}{4}
1298,False,0.076,0.064
1299,False,576,432
1300,False,1,2
1301,False,5040,45360
1302,False,1940,2871
1303,False,4,0
1304,False,\frac{4}{9},\frac{13}{18}
1305,False,\frac{1}{6},\frac{5}{18}
1306,False,45,55
1307,False,3003,12376
1308,True,\frac{2}{21},\frac{2}{21}
1309,False,18\text{ ways.},96\text{ ways.}
1310,False,\frac{9}{32},1
1311,False,10080,90720
1312,False,210,336
1313,False,50,70
1314,False,\frac{17}{18},\frac{8}{9}
1315,True,\frac{1}{2},\frac{1}{2}
1316,False,3,4
1317,False,31254,51343
1318,False,105,120
1319,True,\frac{1}{24},\frac{1}{24}
1320,False,\frac{209}{210},\frac{2309}{2310}
1321,True,24,24
1322,False,63,70
1323,False,650,702
1324,True,\frac{3}{16},\frac{3}{16}
1325,False,314,317
1326,False,36,45
1327,True,\frac{8}{9},\frac{8}{9}
1328,False,\frac{781}{1024},\frac{2101}{3125}
1329,False, \frac{1}{20},\frac{3}{68}
1330,False,\$0.50,\$1
1331,False,12500,6400
1332,True,\frac{11}{36},\frac{11}{36}
1333,False,\frac{18}{343},\frac{108}{343}
1334,False,2880,20160
1335,False,40,240
1336,False,1680,15120
1337,False,\frac{3}{5},\frac{2}{3}
1338,False,126,0
1339,True,\frac{1}{2},\frac{1}{2}
1340,False,18,19
1341,True,3,3
1342,False,\frac{1}{16},\frac{1}{32}
1343,False,772,788
1344,False,5,6
1345,False,80,81
1346,False,\frac{8}{63},\frac{52}{441}
1347,False,0,2
1348,False,6,10
1349,False,1201,9616
1350,False,36,84
1351,False,65\%,\frac{1300}{21}\%
1352,False,4,5
1353,False,220,715
1354,False,4,10
1355,False,1540,8855
1356,False,36,42
1357,True,24,24
1358,False,"2,\!598,\!960","20,\!358,\!520"
1359,False,12,20
1360,False,62,126
1361,False,840,6720
1362,False,5,9
1363,False,12,60
1364,False,\frac{5}{9},\frac{11}{18}
1365,False,97,98
1366,False,52,39
1367,True,0.03,0.03
1368,False,12,3
1369,False,6,5
1370,False,30,0
1371,False,\frac{37}{819},\frac{11}{261}
1372,False,21,28
1373,False,0,-3808
1374,False,\frac{448}{15625},\frac{4375}{279936}
1375,False,48,240
1376,False,36,192
1377,False,48,60
1378,False,56,70
1379,False,\frac{10}{19},\dfrac{6}{11}
1380,False,28,36
1381,True,51,51
1382,False,45,55
1383,False,\pi-2,\frac{\pi-2}{2}
1384,False,1963,2945
1385,False,6720,15120
1386,False,\frac{625}{648},\frac{16416}{16807}
1387,False,14,13
1388,False,\dfrac{3}{10},\frac{39}{121}
1389,False,"16,\!471",1004731
1390,False,\frac{27}{512},\frac{27}{2048}
1391,False,\dfrac{1}{12},\dfrac{2}{15}
1392,False,30,0
1393,False,363,374
1394,False,0,\frac{10923}{32768}
1395,False,\frac{40}{243},\frac{2000}{16807}
1396,False,28,36
1397,True,300,300
1398,False,\frac{11}{16},\frac{1}{2}
1399,False,6,11
1400,False,\frac{63}{8},14
1401,False,4,\frac{5}{2}
1402,False,\frac{1}{3},\frac{2}{5}
1403,False,\frac{81}{125},\frac{331169}{500000}
1404,False,\$0.50,\$1
1405,False,262144,117649
1406,False,\frac{4}{5},\frac{39}{50}
1407,False,80,15
1408,True,3,3
1409,False,12,18
1410,False,\frac{5}{12},\frac{6}{13}
1411,False,\frac{7775}{7776},\frac{46625}{46656}
1412,True,425,425
1413,True,1,1
1414,False,243,729
1415,False,\$0.20,\$0.80
1416,False,1000000,1030907
1417,False,12,60
1418,True,3,3
1419,False,110,11
1420,False,960,7200
1421,False,48,240
1422,False,\frac{73}{100},\frac{94}{121}
1423,False,1,0
1424,False,165,495
1425,False,\frac{1}{2},\frac{4}{9}
1426,False,36,108
1427,False,27,26
1428,False,672,1512
1429,False,"98,\!770",2123555
1430,False,\frac{1}{10},\frac{10}{101}
1431,False,4,5
1432,True,"25,\!972,\!650","25,\!972,\!650"
1433,False,\frac{1}{4},\frac{9}{25}
1434,False,450,4500
1435,False,20,25
1436,False,\frac{1}{5},\frac{3}{14}
1437,False,\frac{1}{50},\frac{6}{325}
1438,False,\frac{1}{32},\frac{1}{64}
1439,False,\frac{13}{3},5
1440,False,14,16
1441,False,"10,\!080","80,\!640"
1442,False,\frac{13}{18},\frac{37}{49}
1443,False,23,31
1444,False,70,630
1445,False,12,60
1446,True,\frac{295}{396},\frac{295}{396}
1447,False,\frac{82}{147},\frac{83}{150}
1448,False,\frac{5}{18},\frac{1}{4}
1449,False,144,1440
1450,True,1,1
1451,False,\frac{47}{1001},\frac{1}{28}
1452,False,12,48
1453,False,7000,10500
1454,False,306,5814
1455,True,60,60
1456,False,100\%,\frac{215}{216}
1457,False,512,1
1458,True,3,3
1459,True,96,96
1460,False,\frac{2}{3},\frac{5}{12}
1461,False,\frac{35}{128},\frac{7}{32}
1462,False,"34,\!650","3,\!780"
1463,False,\frac 9{20},\frac{29}{60}
1464,False,\frac{80}{243},\frac{5000}{16807}
1465,False,5120,11264
1466,True,\frac{1}{13},\frac{1}{13}
1467,False,15,31
1468,False,"15,600","17,\!550"
1469,True,864,864
1470,False,504,588
1471,False,1,n
1472,False,4060,31465
1473,False,1,n
1474,False,180,60
1475,False,222,221
1476,False,\frac{59}{125},\frac{73}{125}
1477,True,27,27
1478,False,12600,14400
1479,True,21,21
1480,False,968,1981
1481,False,2,3
1482,False,1275,1326
1483,True,8.5,8.5
1484,False,\frac{11}{850},\frac{11}{901}
1485,False,2,4
1486,True,\frac{2}{5},\frac{2}{5}
1487,False,\frac{3}{4},\frac{7}{9}
1488,False,280,2520
1489,True,\frac{5}{9},\frac{5}{9}
1490,False,36,60
1491,False,240,1440
1492,False,12,\frac{77}{6}
1493,False,8\text{ meals},14\text{ meals}
1494,False,6435,11440
1495,False,165,336
1496,False,\dfrac{1904}{6561},\dfrac{1988}{6561}
1497,False,9,10
1498,True,\frac{12}{25},\frac{12}{25}
1499,False,0,5
1500,False,\frac{8}{17},\frac{10}{21}
1501,False,\frac{1}{6},\frac{2}{3}
1502,False,126,462
1503,False,\frac{5}{28},\frac{1}{21}
1504,False,24,720
1505,False,50,60
1506,False,330,495
1507,False,15,21
1508,False,60,96
1509,False,15,70
1510,False,120,24
1511,False,\frac1{10},\frac{1}{25}
1512,False,4,6
1513,False,225,1260
1514,False,\frac{5}{16},\frac{1}{2}
1515,False,\frac{35}{128},\frac{5}{16}
1516,False,12441600,34560
1517,False,\frac{1}{6},\frac{1}{10}
1518,False,495,3003
1519,False,840,350
1520,False,20,180
1521,False,5,6
1522,False,30,40
1523,True,3,3
1524,False,\dfrac{48}{95},\frac{18}{35}
1525,False,"75,\!075","240{,}240"
1526,False,200,350
1527,False,20160,25200
1528,False,1,2
1529,False,"61,328","5{,}416"
1530,False,"9,\!240","8{,}820"
1531,False,3,4
1532,False,\frac{20}{27},\frac{8}{27}
1533,False,\dfrac{5}{7},\frac{3}{4}
1534,False,\dfrac{5}{12},\frac{7}{18}
1535,False,\$20,\$37.50
1536,False,\dfrac{40}{243},\frac{8}{27}
1537,False,1092,1061
1538,False,\frac{5}{8},\frac{7}{12}
1539,False,\frac{7}{18},\frac{1}{2}
1540,False,\frac{1}{2},\frac{3}{4}
1541,False,\frac{507}{595},\frac{403}{425}
1542,False,\dfrac{13}{204},\frac{13}{204}
1543,False,"58,500","1{,}404{,}000"
1544,False,\frac{1}{6},\frac{1}{8}
1545,False,52,89
1546,False,\frac{7}{27},\frac{1}{2}
1547,False,48,384
1548,False,720,5040
1549,False,k = 15,k = 24
1550,False,\dfrac{5}{6},\frac{1}{2}
1551,False,\frac{2}{27},0
1552,False,3,4
1553,False,\frac{1}{12},\frac{1}{3}
1554,False,2,1
1555,False,110,112
1556,False,16,17
1557,False,30,16
1558,False,\frac{3}{4},\frac{5}{8}
1559,False,\dfrac{1}{128},\frac{1}{36}
1560,False,325,490
1561,False,47,43
1562,False,6,4
1563,False,50,49
1564,False, \frac{7}{15},\frac{5}{11}
1565,False,10,11
1566,False,12,6
1567,False,9,7
1568,False,\frac{11}{32},\frac{43}{128}
1569,False,9240,110880
1570,False,\dfrac{72}{425},\dfrac{6336}{20825}
1571,False,"5,\!866,\!608","3,\!066,\!636"
1572,False,2880,1152
1573,False,3600,30240
1574,False,\frac{5}{54},\frac{10240}{117649}
1575,False,105,15
1576,False,\frac{1}{4},\frac{2}{9}
1577,False,14,20
1578,True,-\frac{1}{16},-\frac{1}{16}
1579,False,180,60
1580,False,153,154
1581,True,149,149
1582,False,\frac{80}{3},-\frac{160}{27}
1583,False,-\$0.50,-\$1.50
1584,False,\frac{13}{90},\frac{1}{10}
1585,True,5,5
1586,False,\frac{1}{5},\frac{18}{89}
1587,False,839,749
1588,False,16,9
1589,False,6,60
1590,False,20,56
1591,False,180,1260
1592,False,13,14
1593,False,8,4
1594,False,31,24
1595,False,6732,7866
1596,False,49,55
1597,False,\frac{23}{36},\frac{5}{7}
1598,False,"\frac{12}{5,\!525}",\frac{2308}{270725}
1599,False,14,41
1600,False,50,30
1601,False,156,210
1602,False,84,112
1603,False,\frac{1}{3},\frac{3}{4}
1604,False,210\text{ ways},792\text{ ways}
1605,False,\dfrac{47}{144},\dfrac{21}{64}
1606,True,\frac{1}{2},\frac{1}{2}
1607,False,90,900
1608,False,8,10
1609,False,1024,2048
1610,False,10800,9936
1611,True,420,420
1612,False,540,1806
1613,False,\frac{9}{32},\frac{1}{8}
1614,True,3,3
1615,False,288,420
1616,False,16,0
1617,False,560,1680
1618,False,\frac{1}{840},\frac{1}{1680}
1619,False,10,11
1620,False,6,10
1621,True,9,9
1622,True,16,16
1623,False,210,330
1624,False,21,56
1625,False,11,2
1626,True,147,147
1627,True,6,6
1628,False,\frac{1}{2},\frac{2}{5}
1629,False,29700,27300
1630,False,\frac{52}{3},\frac{53}{3}
1631,True,\frac{2}{5},\frac{2}{5}
1632,False,35,24
1633,False,71,53
1634,True,300,300
1635,False,\frac{1}{2},\frac{5}{16}
1636,False,\dfrac{5}{143},\dfrac{5}{91}
1637,False,\frac{3}{28},\frac{9}{28}
1638,False,\frac{8}{81},\frac{8}{243}
1639,False,\frac{9}{32},\frac{8}{25}
1640,False,\dfrac{1}{221},\dfrac{1}{5525}
1641,True,120,120
1642,False,\frac{1}{2},\frac{5}{9}
1643,False,\dfrac{30}{143},\dfrac{18}{91}
1644,False,\dfrac{7}{20},\dfrac{20}{49}
1645,False,\frac{\pi}{4},\frac{\pi}{9}
1646,False,20,8
1647,True,360,360
1648,False,52,53
1649,False,95,96
1650,False,3,2
1651,False,70,105
1652,False,\frac{57}{64},\frac{15}{16}
1653,True,12,12
1654,False,28,25
1655,False,1920\text{ ways.},8400\text{ ways.}
1656,False,6840,7980
1657,True,26,26
1658,False,0,1
1659,False,81,75
1660,False,\frac{3}{4},\frac{1}{4}
1661,False,\frac34,\frac{7\sqrt{51}}{51}
1662,False,\frac{4}{5},\frac{3}{5}
1663,False,\frac{40}{9},\frac{20}{3}
1664,True,135,135
1665,False,4\sqrt{2},9\sqrt{2}
1666,False,10\sqrt{6},\frac{21\sqrt{6}}{2}
1667,False,6,13
1668,False,\frac{\sqrt{2}}{2},\frac{1}{2}
1669,False,\frac{5}{2},\frac{15}{4}
1670,False,30,18
1671,False,-\frac{\sqrt{10}}{10},-\frac{\sqrt{5}}{5}
1672,True,0,0
1673,False,39^\circ,39.5^\circ
1674,False,5\sqrt{5},5\sqrt{10}
1675,False,27,\frac{361}{12}
1676,False,7.2\%,4.0\%
1677,False,5,6
1678,False,39,54
1679,False,45^\circ,47^\circ
1680,False,\frac{25}{3},\frac{275}{32}
1681,False,84,\frac{29400}{221}
1682,False,3,5
1683,False,2500,\frac{10201}{4}
1684,False,-5,-\frac{11}{2}
1685,False,1152,1250
1686,False,4\pi - 2\sqrt{3},\frac{25\pi}{4} - \sqrt{21}
1687,False,\frac{99}{20},\frac{117}{20}
1688,False,432\sqrt{2},384\sqrt{6}
1689,False,9,10
1690,False,31,35
1691,False,96\pi+120,119\pi+140
1692,False,9,12
1693,False,28-2\pi,63-\dfrac{9\pi}{2}
1694,False,37.72,30.06
1695,False,20,\frac{45}{2}
1696,True,50,50
1697,True,-\frac{\sqrt{3}}{2},-\frac{\sqrt{3}}{2}
1698,False,13,\frac{65}{4}
1699,False,69\text{ degrees},68.5\text{ degrees}
1700,False,4\sqrt{2},\frac{14\sqrt{2}}{3}
1701,False,-\frac{\sqrt{2}}{2},\frac{\sqrt{2}}{2}
1702,False,127,508
1703,False,40,30
1704,False,-2,-1
1705,False,12.25,16
1706,False,3,4
1707,False,\frac{3}{4}\pi\text{ inches},\pi
1708,False,2\sqrt{2},\frac{1}{3}
1709,False,75,66\frac{2}{3}
1710,False,63,77
1711,False,-\frac{\sqrt{3}}{3},-\sqrt{3}
1712,False,-\frac{1}{2},-\frac{\sqrt{3}}{2}
1713,False,46,50
1714,False,\frac \pi4 + 2 - \sqrt2,\pi + 8 - 4\sqrt{2}
1715,False,"(2,4)","(2,6)"
1716,False,30,72
1717,False,6\pi+2,\frac{75\pi+25}{8}
1718,False,\frac13,\frac{1}{3}
1719,True,45^\circ,45^\circ
1720,False,80,100
1721,False,2\sqrt{3},\sqrt{6}
1722,False,4+\sqrt{2},6+\frac{3\sqrt{2}}{2}
1723,True,"0.25\,\text{ cm}","0.25\,\text{ cm}"
1724,False,\frac{7}{6}\pi - \frac{\sqrt{3}}{2},\frac{10}{3}\pi - \sqrt{3}
1725,False,\frac{5}{16},\frac{5}{18}
1726,False,90 - \frac{25}{2}\pi,110 - \frac{25}{2}\pi
1727,False,\frac{\pi}{9},\frac{\pi}{8}
1728,False,\tfrac{3}{2},\frac{12}{5}
1729,False,15^\circ,30^\circ
1730,False,\frac{3840}{289},\frac{4116}{625}
1731,False,-\frac{\sqrt{2}}{2},\frac{\sqrt{2}}{2}
1732,False,15.08,50.91
1733,False,120,180
1734,False,1.17,1.50
1735,True,\frac{9\pi}{2},\frac{9\pi}{2}
1736,False,\frac{240}{13},\frac{2520}{169}
1737,True,1,1
1738,False,135^\circ,135
1739,False,\frac{17}{2},\frac{25}{2}
1740,False,\sqrt{70},7\sqrt{2}
1741,False,180^{\circ},180
1742,False,100^\circ,126^\circ
1743,False,4\pi,9\pi
1744,False,\frac{14\sqrt{3}}{3},\frac{16\sqrt{3}}{3}
1745,False,12\pi,27\pi
1746,False,\frac 13,\frac{1}{3}
1747,False,18\text{ units},24\text{ units}
1748,False,\frac{1}{2},1
1749,False,54,56
1750,False,224,312
1751,False,"(2,4)","(6,10)"
1752,False,\frac{1}{2},\frac{\sqrt{3}}{2}
1753,False,18,24
1754,False,5,3
1755,True,\frac{3}{8},\frac{3}{8}
1756,False,6\sqrt{3},8\sqrt{3}
1757,False,2\pi,3\pi
1758,False,0.54,1.5
1759,False,144^\circ,90
1760,False,"(9, 3)","(11, 1)"
1761,False,\frac{1}{16},\frac{1}{30}
1762,False,10,15
1763,False,4,6
1764,False,8,\frac{9}{2}
1765,False,27000-4500\pi,8000 - \frac{4000}{3}\pi
1766,False,20^\circ,25^\circ
1767,False,2,3
1768,False,41,50
1769,False,145^\circ,140^\circ
1770,False,12,9
1771,False,b=0,a = 0
1772,False,3.5,4.0
1773,False,8,10
1774,False,9,7+2\sqrt{6}
1775,False,4,18
1776,False,4,9
1777,False,72,\frac{512}{3}
1778,False,54,150
1779,False,30\pi + 9\sqrt{3},\frac{250\pi}{3} + 25\sqrt{3}
1780,False,145,105
1781,False,525\pi,504\pi
1782,False,24,\frac{75}{2}
1783,False,10+9\sqrt{2},13 + 12\sqrt{2}
1784,False,9,12
1785,False,36,25
1786,False,2000 \sqrt{2} - 2000,3000\sqrt{2}-3000
1787,False,10\;\text{edges},12
1788,False,30,24
1789,False,2250\pi,1000\pi
1790,False,180^\circ,80
1791,False,16,12
1792,False,6 \frac{3}{4},4
1793,False,640,648
1794,False,\frac{1}{3},\frac{\sqrt{3}}{6}
1795,False,50,98
1796,True,24,24
1797,True,3,3
1798,False,\frac{2}{3}\pi,\frac{8}{3}\pi
1799,True,\frac{3}{16},\frac{3}{16}
1800,True,6,6
1801,True,5,5
1802,False,8\pi - 16,\frac{25\pi}{2} - 25
1803,False,\frac35,\frac{5}{13}
1804,False,21,55
1805,False,8,27
1806,False,3,5
1807,False,140,130
1808,False,2,3
1809,False,8,12
1810,False,\frac{13}{3},\frac{16}{3}
1811,False,28,25
1812,False,"(3,-4)","(5,-7)"
1813,False,108,132
1814,False,864,648
1815,False,20,45
1816,False,\frac{\sqrt{2}}{2},\frac{1}{2}
1817,True,90^\circ,90^\circ
1818,False,\frac 43,\frac{9}{2}
1819,False,7,8
1820,False,8,18
1821,False,36,45
1822,False,"(7,4)","(9,4)"
1823,False,10,12
1824,False,x^2 + y^2 = 13,(x-2)^2 + y^2 = 9
1825,False,4,4.8
1826,False,40^\circ,25^\circ
1827,False,\frac{1}{4},\frac{3}{4}
1828,False,\frac{1}{2},\frac{\sqrt{2}}{2}
1829,False,60^\circ,120^\circ
1830,False,54,72
1831,False,2+4\sqrt{7},4 + 8\sqrt{7}
1832,False,188\text{ units},236\text{ units}
1833,False,96\sqrt{3},150\sqrt{3}
1834,False,592,24
1835,False,162,150
1836,False,\frac{176}{3}\pi,\frac{350}{3}\pi
1837,False,6,9
1838,False,40\pi,48\pi
1839,False,\frac{7}{24},\frac{5}{12}
1840,False,8918,13312
1841,False,70,65
1842,False,76^\circ,68^\circ
1843,False,\sqrt{5},2
1844,False,"(\tfrac{27}{8}, \tfrac{15}{8})","(\tfrac{35}{8}, \tfrac{5}{2})"
1845,False,12,80
1846,False,4,5
1847,False,45,80
1848,False,22,32
1849,False,16\pi,36\pi
1850,False,25^\circ,35^\circ
1851,True,4,4
1852,False,48^\circ,32^\circ
1853,False,\frac{25}{8},\frac{49}{18}
1854,False,6,8
1855,False,24,30
1856,False,\sqrt{241},\sqrt{73}
1857,False,5,3
1858,False,133^\circ,127^\circ
1859,False,6,12
1860,False,4+2\sqrt{2},6+3\sqrt{2}
1861,False,2304,1296
1862,False,300,184
1863,False,45 \text{ units}^2,24 \text{ units}^2
1864,False,28,24
1865,False,\frac{69}{125},\frac{56}{125}
1866,False,9,17
1867,False,70^\circ,62^\circ
1868,False,\frac{1}{2},-\frac{1}{2}
1869,False,12,18
1870,False,3+ \frac{\sqrt{69}}{3},5 + \frac{\sqrt{177}}{3}
1871,False,10,14
1872,False,600\pi,432\pi
1873,False,68,58
1874,False,32,72
1875,False,24\sqrt{2},16\sqrt{15}
1876,False,55,54
1877,True,12,12
1878,False,74,196
1879,False,40,48
1880,False,28,24
1881,False,72\pi\sqrt{3},\frac{125\pi\sqrt{3}}{3}
1882,True,2,2
1883,False,11.5,20.5
1884,False,24,30
1885,True,0,0
1886,False,144,288
1887,False,15^\circ,24^\circ
1888,False,\frac{5}{3},\frac{3}{2}
1889,True,24,24
1890,False,3,6
1891,False,2040,2590
1892,False,4,\frac{16}{3}
1893,True,55,55
1894,False,256 \pi,216\pi
1895,False,80,156
1896,True,\frac{\sqrt{3}}{2},\frac{\sqrt{3}}{2}
1897,False,120,100
1898,False,44,58
1899,False,68^\circ,52^\circ
1900,False,126,118
1901,False,864 \mbox{ inches}^2,3456 \mbox{ inches}^2
1902,False,3:1,16:5
1903,False,80,96
1904,False,3\sqrt{3},12\sqrt{3}
1905,False,216,1000
1906,False,216,27
1907,False,\frac{\sqrt3}{2},2\sqrt{3}
1908,False,15,18
1909,False,1,\sqrt{3}
1910,False,36,75
1911,False,\frac{1}{5},\frac{3}{13}
1912,False,24 + 6\sqrt{2},48
1913,False,45^\circ,60^\circ
1914,False,900\pi,960\pi
1915,False,25\pi,49\pi
1916,False,144,180
1917,False,\frac{1}{3},\frac{7}{16}
1918,False,-1,1
1919,False,18\sqrt{3},\frac{128\sqrt{3}}{3}
1920,False,3\sqrt{3},2\sqrt{14}
1921,False,86,343
1922,False,\sqrt{15},2\sqrt{3}
1923,False,3.75,3.83
1924,False,2,3
1925,False,\frac 1{72},\frac{8}{9}
1926,False,90\pi,200\pi
1927,False,21,25
1928,False,45,39
1929,False,8,20
1930,False,24+4\pi,30+6\pi
1931,False,45,80
1932,False,"(8,-2)","(7,-1)"
1933,False,30,140
1934,False,1.3,5.2
1935,False,54,96
1936,True,1:2,1:2
1937,False,8,32
1938,False,12,24
1939,False,9\pi,45\pi
1940,False,\frac{7}{2},14
1941,True,0,0
1942,False,54,130
1943,False,48\pi,72\pi
1944,False,72,50
1945,True,0,0
1946,False,100,64
1947,False,15,20
1948,False,8000,4096
1949,False,\frac{1}{2},2
1950,False,15,24
1951,False,5\text{ inches},6\text{ inches}
1952,False,40,60
1953,False,34,40
1954,False,33\%,73\%
1955,False,198,294
1956,False,12\text{ square units},6\sqrt{6}
1957,False,18^\circ,54^\circ
1958,False,144 \mbox{ m}^3,240 \mbox{ m}^3
1959,False,\frac{\sqrt{3}}{2},\frac{1}{2}
1960,False,391872,195936
1961,False,4.5,10.7
1962,False,7,9
1963,False,106^\circ,110^\circ
1964,False,3\frac18,6\frac14
1965,False,2,\sqrt{3}-1
1966,False,5,7
1967,False,17,18
1968,False,15,12
1969,False,3\pi-\frac{\sqrt{3}}{2},12\pi-2\sqrt{3}
1970,False,50,188
1971,False,24,30
1972,False,\dfrac{4}{25},\dfrac{1}{9}
1973,False,15,24
1974,False,-\frac{1}{2},-\frac{\sqrt{3}}{2}
1975,False,\frac{21}{8},\frac{21}{2}
1976,False,10,9
1977,False,\frac{\sqrt{3}}{3},-\frac{\sqrt{3}}{3}
1978,False,8.5,6.5
1979,False,\sqrt{5},\sqrt{17}
1980,False,720,900
1981,False,30^\circ,90^\circ
1982,False,3,4
